,카페명,자치구,행정동,카테고리,분위기,이미지 주소
1831,카페다커피,종로구,무악동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTBfMjA5%2FMDAxNjU0ODQ5MTAyMDUy.TncsqS21sysN2RqUAsNh2h_h7bEE0UaQUG-VAZDfDUog.KHMByA5WFVdNf84tNUMstzL_pAMr_prS_ZYI-8ALx9Yg.JPEG.smj049%2F20220608_123743.jpg
1832,오쁘띠베르,종로구,청운효자동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221126_72%2F1669423576809ykjPE_JPEG%2F20221126_092310.jpg
1833,모드니에,종로구,청운효자동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MTBfMTUg%2FMDAxNjQ5NTg4MDY4Mjkz.HCDy_yn8auwGzmT-BwDon3attFy68-uIKOc7pepolsQg.7D7NuTVBU4EPnCvl6PCMVL5v1HNgH8S5uPZYHfnh9KUg.JPEG.gidal0657%2F20220326%25A3%25DF142127299.jpg
1834,청와대 연풍문 카페1번가,종로구,청운효자동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220601_153%2F1654091580693rvviV_JPEG%2F20220601_124433.jpg
1835,진저그래스맨,종로구,청운효자동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220429_37%2F1651239047938AFuzo_JPEG%2F20211222_132058.jpg
1836,블루보틀 삼청 카페,종로구,청운효자동,브런치,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210826_300%2F1629941815164fGmMH_JPEG%2F7RVvxdUxYs3VdVxdSJWXZYuO.jpg
1837,피스아일랜드 서촌,종로구,청운효자동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20221126_222%2F1669426483817LSpyr_JPEG%2F7c18d784-6d2a-11ed-bcd3-48df379cca40_03.jpg
1838,러브마들렌,종로구,청운효자동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_104%2F1654759925557ghluW_JPEG%2F%25C0%25FC%25C3%25BC2.jpg
1839,얼스어스,종로구,청운효자동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210129_112%2F16119211617483rucm_PNG%2F9CoQ0J7W2ljf2mDrGfwDKeAU.png
1840,오설록 티하우스 북촌점,종로구,청운효자동,차,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211129_117%2F1638147696624dm4du_JPEG%2F%25B8%25C5%25C0%25E5%25C0%25FC%25B0%25E6.jpg
1841,myc,종로구,청운효자동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210817_286%2F1629134020044p1xKv_JPEG%2FujimAIHpOCNA7-8bVhHDCP8K.JPG.jpg
1842,레종데트르,종로구,삼청동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210419_200%2F1618843317592tpFho_JPEG%2Fc38Du_ei-G5Aczl3lPzql-BR.jpeg.jpg
1843,빅토리아베이커리 서촌,종로구,삼청동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTExMDZfOTkg%2FMDAxNTczMDQ2NjA4MDUy.TolRsIRlhJ55gR1-u2JD3c2TDCPBkZPY79nf5cV0vQYg.QLf7n7k1TDkvTNbsLcHHoLfT9nTa7sfMq7loYD-cokIg.JPEG.sjmjclick%2FIMG_8473.
1844,데시데,종로구,삼청동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221001_287%2F1664581954022vwOhQ_JPEG%2FKakaoTalk_20221001_085159417.jpg
1845,통인스윗,종로구,삼청동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160102_286%2F1451742622598wLWnt_JPEG%2F176052628041516_0.jpeg
1846,마샹스,종로구,삼청동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170612_204%2F1497257786907LmjJy_JPEG%2F186562578643858_0.jpeg
1847,차향기 듣는 집,종로구,삼청동,차,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221028_249%2F1666953660848ULCF4_JPEG%2F20221028_113432452.jpg
1848,퀸즈베이커리 삼청점,종로구,삼청동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221123_88%2F1669214438423gCJ1z_JPEG%2F20221108_213239.jpg
1849,익선주택,종로구,삼청동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190424_34%2F1556089191617ovjCX_JPEG%2Fhq29V0XFcbnBpcs7f3gfkOSu.jpeg.jpg
1850,아티클 서촌,종로구,삼청동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220704_134%2F1656923387549hXRUh_JPEG%2FIMG_5250.jpeg
1851,쏘리에스프레소바,종로구,삼청동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_226%2F1626671387296Ph0Eq_JPEG%2F6yYRNvPGgTftYXpYdqn0os01.jpeg.jpg
1852,커비 커피,강서구,가양동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220303_133%2F1646284858258FFDYP_JPEG%2F56A1ADB5-1393-45A3-A7E8-5425AA8ACEE2.jpeg
1853,메가MGC커피 강서한강자이타워점,강서구,가양동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220121_278%2F1642742346416OpM2p_JPEG%2F%25BF%25DC%25B0%25FC.jpg
1854,르뺑블랑,강서구,가양동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_244%2F1591879853775raqVo_JPEG%2FqxzKgppg1hPoTYfawUeCcgKJ.jpg
1855,키릴 파티스리,강서구,가양동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220907_178%2F1662536158766kLCnv_JPEG%2F29E87410-6B7A-4A63-A002-5992254637FD.jpeg
1856,WAMILL,강서구,가양동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190729_163%2F1564374017212SOLUu_JPEG%2F%25B8%25C5%25C0%25E5%25BB%25E7%25C1%25F8.jpg
1857,고양이똥,강서구,가양동,뷔페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221106_42%2F1667735211992Ydpb6_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2IMG_3444.jpg
1858,카페우드진 마곡2nd,강서구,가양동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220624_104%2F16560344747920iRWR_JPEG%2F453C611C-D649-40E9-A051-D1B267A75CC4.jpeg
1859,삐에,강서구,가양동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190807_257%2F1565158694627DQ6oy_JPEG%2FB1Z42FeDgFHUjkrJrRruBF_d.jpg
1860,고양이똥3,강서구,가양동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190704_136%2F1562226009143yAMBC_JPEG%2FGRj9DR8ceqOzge4URp0fLfOe.JPG.jpg
1861,로지몬스터 아이스크림 NC백화점 강서점,강서구,가양동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220914_87%2F1663118889340a7lPn_JPEG%2F%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA%25BF%25EB_1.jpg
1862,파란만잔 마곡점,강서구,발산동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220125_118%2F1643082726950R146J_PNG%2F55.png
1863,도레도레 롯데몰김포공항점,강서구,발산동,케이크전문,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190914_162%2F15684540122793En4e_JPEG%2FFzCjufgjhNIBBtYHKvVsEuLI.jpg
1864,야르르,강서구,발산동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221007_144%2F1665130106226sBIoV_JPEG%2F3FF4A0A7-2955-4682-97C0-1797A2667691.jpeg
1865,오트앤아이보리,강서구,발산동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221007_172%2F1665135684659U1Ohx_JPEG%2FIMG_20220604_204057_169.jpg
1866,엘포엘 비스트로 카페 본점,강서구,발산동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220625_238%2F1656155420756LC22Q_JPEG%2FAB8FDC32-E07E-46FA-9283-9D5BD4CE52C6.jpeg
1867,스타벅스 마곡사이언스타워R점,강서구,발산동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1868,무릭 마곡본점,강서구,발산동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220924_169%2F1663987050412vuaEp_PNG%2F87B94F1D-7E1F-450C-BBC8-E3F3CC8FAA0F.png
1869,더벤티 까치산역점,강서구,발산동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_94%2F1592362308610bnDTF_JPEG%2FguxhSS81pQo8vNapEfQwT65_.jpg
1870,BYJOO coffee roasters,강서구,발산동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200419_299%2F1587289692181K8w17_JPEG%2Fp65Z9u_JITVvFaa1dxe95UqD.jpg
1871,헤르츠인타임,강서구,발산동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211121_20%2F16375023892621QOx5_JPEG%2F1637501149530.jpg
1872,더 왓에버,강서구,등촌동,뷔페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220504_151%2F1651595662497PrPy3_JPEG%2F6FE6EC2E-2E3C-46B7-8FD4-BD4550D91F3E.jpeg
1873,마므레 크로와상,강서구,등촌동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180621_119%2F1529566889829t6Jz8_JPEG%2FHV43UriFG9LkgZep5S0PNjYT.jpeg.jpg
1874,스타벅스 가양역점,강서구,등촌동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1875,시크릿베이스,강서구,등촌동,"갤러리,화랑",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220610_99%2F1654837653173v68KA_JPEG%2F20220609_113228.jpg
1876,스타벅스 등촌점,강서구,등촌동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1877,카페희&희/카페희앤희,강서구,등촌동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210321_235%2F1616305458014CahVQ_JPEG%2FCNm54-PIHr-lpEsr3ARYGquL.jpg
1878,오늘맑음,강서구,등촌동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221009_213%2F1665307645883rO5FR_JPEG%2FKakaoTalk_20221009_182651933_01.jpg
1879,아임오케익,강서구,등촌동,케이크전문,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211127_286%2F1637953757025bMLga_JPEG%2F%25C7%25C7%25C4%25A1%25C7%25C7%25C4%25A1.jpg
1880,팡오뉴.등촌점,강서구,등촌동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_127%2F16288345236829g6Hs_JPEG%2F6obXf2FjFzcwNADlRamcBQml.jpeg.jpg
1881,르돌치1946 엔씨강서점,강서구,등촌동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220127_211%2F1643254879166YxhTl_JPEG%2F20210814_162506.jpg
1882,어나더사이드,강서구,방화동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220418_195%2F16502792712019JERE_JPEG%2F001.jpg
1883,헤리스헤이스,강서구,방화동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_182%2F16222869809972vSNY_JPEG%2FTNs7jabp-4vk_nAyK9ZPq4Fg.jpeg.jpg
1884,스타벅스 방화DT점,강서구,방화동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1885,이층집,강서구,방화동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180518_1%2F1526610596893FOhQE_JPEG%2FY9bwK_NvgJvt_7KIw_9WcIsM.jpg
1886,희희잇,강서구,방화동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210626_46%2F1624707472532QwP8D_JPEG%2FzGgSRGPNfM5akDHC18P0X5Ms.jpg
1887,베니르,강서구,방화동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220406_56%2F1649241063212czFiv_JPEG%2FF2AF858C-F397-40FE-A46A-D887541F4B6F.jpeg
1888,인라이크,강서구,방화동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200920_207%2F1600603053570xWDO1_JPEG%2FwT7Juu2CXcCkKYBeGWzKvSfq.jpg
1889,콩꼬물꽈배기 마곡역점,강서구,방화동,베이글,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201019_245%2F1603073324805lykgS_JPEG%2FLDB__3KDRi0gmEgXfgwbvhZJ.jpeg.jpg
1890,파스퇴르밀크바 롯데몰김포공항점,강서구,방화동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MDFfMjM5%2FMDAxNjU0MDYwMjE5OTU5.VLWOdpJhH2d-z2RzMzom3CQWX4OiHB8ryTa6SXzLHKwg.bMmR8scVyLWYhA0sI6M9ZrtnUwiME9rVXc5Lw03Jurog.JPEG.ms221221%2FIMG_7762.jpg
1891,나인커피로스터스 개화산점,강서구,방화동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221028_218%2F1666956389328rGX9s_JPEG%2F16669563772684298262759702804813.jpg
1892,이디야커피 까치산로점,강서구,우장산동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
1893,메가MGC커피 강서구청점,강서구,우장산동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201111_102%2F1605098957275GwvkV_JPEG%2F8mEsLZvnYgG5UZPR1hrk2Mfk.jpeg.jpg
1894,대만 버블티 차눙 x 숲속호두,강서구,우장산동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221003_279%2F16647667246242InwV_JPEG%2F20220929_184157.jpg
1895,오아시스,강서구,우장산동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191219_288%2F1576743162639KqmlU_JPEG%2FRK8ZZ0p4DS6dCeZDcvBliv7d.jpg
1896,심플라운지,강서구,우장산동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210207_175%2F1612676839449xMXB3_JPEG%2F5CKROnjDTRMVtYtEhzMm-gVA.jpeg.jpg
1897,그릿시냇가,강서구,우장산동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_154%2F1654695206074Ckqw2_PNG%2F32C11499-B828-447A-887B-78D5765E403A.png
1898,더벤티 까치산역점,강서구,우장산동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_94%2F1592362308610bnDTF_JPEG%2FguxhSS81pQo8vNapEfQwT65_.jpg
1899,카페아크 CAFE ARK,강서구,우장산동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_124%2F1671161498621LWuml_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFKakaoTalk_20221215_224303126_11.jpg
1900,허니네커피,강서구,우장산동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180124_43%2F1516780490413wTc5W_PNG%2FMEMO_2017-11-06_20.53.08.png
1901,휘카페 까치산역점,강서구,우장산동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_164%2F16222859220129zenk_JPEG%2F5_XcakNimdQdfhs9slTCNJSb.jpeg.jpg
1902,모먼트 인,강서구,염창동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211110_248%2F1636519335907Btl06_JPEG%2FW3PXFehD9YjOtCiMidUXEMRW.jpg
1903,디저트39 등촌역점,강서구,염창동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211015_274%2F1634271458995fXpbN_JPEG%2FHvCwQ_Jt57THO57ZwqRYIbnJ.jpg
1904,커피사피엔스 가양더스카이밸리5차,강서구,염창동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_106%2F1655046133899GA9TR_JPEG%2F20220612_140940.jpg
1905,베이커리 솔티드,강서구,염창동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210903_258%2F1630675371312cX9J6_PNG%2FUvdIK7qPdL73IkGYHuCV-wIc.png
1906,카페유오유,강서구,염창동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220813_159%2F1660363280651IEeMC_JPEG%2FD9234ED2-0B1F-4FF8-9F41-0AA57D4CBC0B.jpeg
1907,곽성희베이커리,강서구,염창동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221109_112%2F1667982351855NXR73_JPEG%2FD96CD772-3EB0-47C3-A608-7CA8E51B3D53.jpeg
1908,배스킨라빈스 증미역,강서구,염창동,아이스크림,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
1909,뚜레쥬르 등촌역점,강서구,염창동,베이글,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png
1910,플럭스커피로스터스,강서구,염창동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191016_108%2F1571235629026tbN7s_JPEG%2Fp7EhKdIULNvfKiB58SmP9IDl.jpeg.jpg
1911,이층집 목동점,강서구,염창동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_80%2F16232361647255tKB9_JPEG%2Fg9X2RSN-x3OMemz8_asut7k0.jpg
1912,쉐드커피,강서구,공항동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221006_266%2F1665012484777moSF4_JPEG%2FKakaoTalk_20221006_082732531.jpg
1913,청아함,강서구,공항동,케이크전문,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_79%2F1630418404451F2xq4_JPEG%2FKH-ZazBDjE0zbXaiEFmzf1Z1.jpg
1914,텐퍼센트커피 마곡나루점,강서구,공항동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201104_120%2F1604485837589TLPaF_JPEG%2FwlFyE-phObAeQDu7MTFEINhY.jpg
1915,컴포즈커피 신방화역점,강서구,공항동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201203_76%2F1606997339615oJTvU_JPEG%2FmBh5Ot9_KFEA27rFOzwVAHMe.jpg
1916,인라이크,강서구,공항동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200920_207%2F1600603053570xWDO1_JPEG%2FwT7Juu2CXcCkKYBeGWzKvSfq.jpg
1917,댕댕브라더스 Cafe,강서구,공항동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210610_110%2F1623292413422OrNym_JPEG%2Fu8kg3QyJfl5c4m_V-N9puWET.jpg
1918,투썸플레이스 마곡역점,강서구,공항동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_2%2F1614267590020SqGmG_JPEG%2FD5RTpJspaNIoEF0SizB1R3zb.jpg
1919,꽃밀 떡케이크,강서구,공항동,케이크전문,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220911_123%2F1662859746241q7QmM_JPEG%2FE18BA2A5-790C-4239-ACE4-56F402DBC649.jpeg
1920,카페게이트 마곡나루점,강서구,공항동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_81%2F1548927900447eMmtU_JPEG%2F6g45cg72Dtj38pmoAqdY2Ev5.jpeg.jpg
